,Date,Open,High,Low,Close,Volume,EMA_50,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist
4776,1990-01-02 05:00:00+00:00,452.8999938964844,459.2999877929688,452.7000122070313,459.2999877929688,110720000,453.4907683793928,444.8397725637702,62.88533306984438,-1.049759260786459,-2.890669997295168,1.8409107365087092
4777,1990-01-03 05:00:00+00:00,461.1000061035156,461.6000061035156,460.0,460.8999938964844,152660000,453.7813262428082,444.9995757611107,64.5516647280641,-0.049564889432701875,-2.322448975722675,2.2728840862899733
4778,1990-01-04 05:00:00+00:00,460.3999938964844,460.7999877929688,456.8999938964844,459.3999938964844,147950000,454.0016661507955,445.14286350375124,61.75252300868151,0.6149699016785348,-1.7349652002424332,2.349935101920968
4779,1990-01-05 05:00:00+00:00,457.8999938964844,459.3999938964844,457.7999877929688,458.2000122070313,137230000,454.16630717260864,445.27278538139586,59.52864242910274,1.0328835787274784,-1.181395444448451,2.214279023175929
4780,1990-01-08 05:00:00+00:00,457.1000061035156,458.7000122070313,456.5,458.7000122070313,115500000,454.3440995268997,445.4063896284171,60.17225211888493,1.388424111130746,-0.6674315333326115,2.0558556444633576
4781,1990-01-09 05:00:00+00:00,459.2000122070313,459.6000061035156,456.6000061035156,456.7999877929688,131130000,454.4404088706671,445.5197587643828,56.49551456999967,1.4995901121923794,-0.23402720422761336,1.7336173164199926
4782,1990-01-10 05:00:00+00:00,455.1000061035156,456.2999877929688,450.6000061035156,450.7000122070313,143890000,454.29372664856373,445.57130357475745,46.64188828185814,1.0829888969129797,0.02937601600050524,1.0536128809124745
4783,1990-01-11 05:00:00+00:00,451.7000122070313,452.5,448.7999877929688,448.8999938964844,133000000,454.0822077171096,445.6044248714911,44.1924649302154,0.6006589753038156,0.14363260786116733,0.4570263674426483
4784,1990-01-12 05:00:00+00:00,442.7000122070313,446.6000061035156,439.2999877929688,439.7000122070313,143500000,453.5182000500477,445.5456744967204,34.28280410995603,-0.5179816276830707,0.011309760752319736,-0.5292913884353904
4785,1990-01-15 05:00:00+00:00,438.2000122070313,439.3999938964844,436.3999938964844,436.6000061035156,108060000,452.8547414639092,445.4566628709174,31.703085342344323,-1.6358004601876814,-0.31811228343568054,-1.317688176752001
4786,1990-01-16 05:00:00+00:00,432.8999938964844,440.2000122070313,432.1000061035156,440.2000122070313,147590000,452.35847757148264,445.4043578891872,37.57747473976206,-2.2057628710127233,-0.6956424009510891,-1.5101204700616342
4787,1990-01-17 05:00:00+00:00,440.5,442.5,438.5,438.7000122070313,139150000,451.8228514787591,445.3376479819021,36.18105624173062,-2.746835838228776,-1.1058810884066266,-1.6409547498221495
4788,1990-01-18 05:00:00+00:00,436.2000122070313,437.7999877929688,435.6000061035156,437.5,136330000,451.26117102861167,445.2596614348185,35.05861943394818,-3.235177902127191,-1.5317404511507395,-1.7034374509764514
4789,1990-01-19 05:00:00+00:00,440.5,441.2000122070313,439.2000122070313,440.8999938964844,152170000,450.8548503567635,445.2162816583177,40.67427981135804,-3.309689374668551,-1.8873302358543018,-1.4223591388142491
4790,1990-01-22 05:00:00+00:00,439.7000122070313,440.7000122070313,431.7000122070313,431.8999938964844,130490000,450.11152265243885,445.0837812825781,32.6306199382732,-4.0482987691136145,-2.3195239425061644,-1.72877482660745
4791,1990-01-23 05:00:00+00:00,432.5,433.7999877929688,428.8999938964844,430.3999938964844,141440000,449.3385215247544,444.9376739454031,31.51209782345758,-4.700505003859803,-2.795720154776892,-1.904784849082911
4792,1990-01-24 05:00:00+00:00,419.8999938964844,427.2000122070313,419.7999877929688,425.7000122070313,163430000,448.4115211593535,444.7462544256183,28.245079016177385,-5.532853100282807,-3.3431467438780755,-2.1897063564047317
4793,1990-01-25 05:00:00+00:00,428.2999877929688,429.0,425.1000061035156,425.2000122070313,130500000,447.5012659063213,444.551764453294,27.91353010677217,-6.161811260155162,-3.9068796471334934,-2.254931613021668
4794,1990-01-26 05:00:00+00:00,424.2000122070313,425.8999938964844,419.5,421.2999877929688,136340000,446.4737648038369,444.32040349149975,25.40822228338581,-6.895477734565418,-4.504599264619879,-2.390878469945539
4795,1990-01-29 05:00:00+00:00,422.7999877929688,422.8999938964844,416.5,418.1000061035156,118590000,445.3610683842165,444.05950401500246,23.541238724146226,-7.646975902170141,-5.1330745921299314,-2.5139013100402092
4796,1990-01-30 05:00:00+00:00,416.2000122070313,417.5,410.0,410.7000122070313,160160000,444.00181127922883,443.72756877313213,19.899725788540437,-8.738924396711866,-5.8542445530463185,-2.8846798436655474
4797,1990-01-31 05:00:00+00:00,412.2000122070313,415.8999938964844,411.2999877929688,415.7999877929688,148000000,442.89585741702257,443.4496823952201,28.148847360048563,-9.088015057697362,-6.500998653976527,-2.5870164037208347
4798,1990-02-01 05:00:00+00:00,416.7999877929688,417.8999938964844,416.2000122070313,417.7999877929688,135470000,441.9117056670597,443.1944615534067,31.14362405163976,-9.098407854108245,-7.0204804940028716,-2.077927360105374
4799,1990-02-02 05:00:00+00:00,418.7999877929688,423.2999877929688,417.6000061035156,422.2000122070313,135020000,441.1386980803919,442.9855615599105,37.33212481119662,-8.65186570027015,-7.3467575352563275,-1.3051081650138228
4800,1990-02-05 05:00:00+00:00,422.8999938964844,424.7999877929688,422.3999938964844,424.7000122070313,108350000,440.494043732417,442.80361579520525,40.59880112495653,-8.003983776889584,-7.4782027835829785,-0.5257809933066051
4801,1990-02-06 05:00:00+00:00,425.0,425.2000122070313,422.2000122070313,424.0,119700000,439.84721848800854,442.61651514052664,39.97052397733675,-7.461011918655004,-7.474764610597384,0.013752691942380046
4802,1990-02-07 05:00:00+00:00,422.0,426.8999938964844,421.7999877929688,426.7999877929688,149300000,439.3355623823207,442.4591367589589,43.72207889604139,-6.727219990187052,-7.325255686515318,0.5980356963282656
4803,1990-02-08 05:00:00+00:00,428.7999877929688,430.2000122070313,427.1000061035156,427.2999877929688,140030000,438.86357906509124,442.30829945581473,44.3904150563319,-6.035762268564724,-7.0673570029252,1.0315947343604757
4804,1990-02-09 05:00:00+00:00,428.7000122070313,429.1000061035156,427.5,428.7999877929688,125330000,438.46892842696883,442.1738883944929,46.44517666183378,-5.30558015312198,-6.715001632964556,1.4094214798425764
4805,1990-02-12 05:00:00+00:00,428.7999877929688,428.7999877929688,425.7999877929688,426.3999938964844,113030000,437.99563687675374,442.0169342203834,43.6651419034549,-4.86449020082091,-6.344899346535827,1.4804091457149173
4806,1990-02-13 05:00:00+00:00,425.2999877929688,427.0,423.8999938964844,425.7999877929688,127230000,437.51737612837,441.8555715693644,42.972622918782854,-4.511334853847529,-5.978186447998168,1.466851594150639
4807,1990-02-14 05:00:00+00:00,426.7999877929688,427.2000122070313,425.5,426.6000061035156,139540000,437.0892439705326,441.7037748980624,44.242406683306,-4.119415843795252,-5.606432327157585,1.487016483362333
